loss,amplitude_loss,delta_loss,gate_loss,sign_probability_loss,val_loss,val_amplitude_loss,val_delta_loss,val_gate_loss,val_sign_probability_loss,lr
0.12725290656089783,0.0003348497557453811,0.0014358556363731623,0.4364069104194641,0.06464041769504547,0.12219083309173584,0.0002394966722931713,0.0013944311067461967,0.4180741310119629,0.06308131664991379,1e-05
0.12724897265434265,0.00033469125628471375,0.001435797312296927,0.4363929331302643,0.0646391212940216,0.12218614667654037,0.0002393778704572469,0.0013943578815087676,0.418057382106781,0.06307977437973022,1e-05
0.12724490463733673,0.000334541400661692,0.001435698359273374,0.4363791048526764,0.06463728845119476,0.12218096852302551,0.0002392928145127371,0.0013942659134045243,0.41803860664367676,0.06307823210954666,1e-05
0.12724094092845917,0.0003343996941111982,0.0014356155879795551,0.43636536598205566,0.0646357610821724,0.12217625975608826,0.00023921091633383185,0.001394178718328476,0.41802191734313965,0.06307657063007355,1e-05
0.12723712623119354,0.0003342522541061044,0.0014355271123349667,0.43635207414627075,0.06463421136140823,0.12217152863740921,0.0002391155721852556,0.001394088612869382,0.41800519824028015,0.06307484954595566,1e-05
0.1272328943014145,0.00033407463342882693,0.0014354612212628126,0.4363374412059784,0.06463271379470825,0.1221662387251854,0.00023898694780655205,0.001394016551785171,0.4179860055446625,0.0630732923746109,1e-05
0.12722869217395782,0.00033391208853572607,0.0014353875303640962,0.43632271885871887,0.06463106721639633,0.12216132879257202,0.00023887025599833578,0.0013939345953986049,0.4179685413837433,0.06307163089513779,1e-05
0.12722466886043549,0.0003337268135510385,0.0014353147707879543,0.4363086521625519,0.06462963670492172,0.12215627729892731,0.0002387623389950022,0.0013938440242782235,0.4179505705833435,0.06306996941566467,1e-05
0.12722072005271912,0.0003335780347697437,0.0014352487633004785,0.43629446625709534,0.0646284744143486,0.12215111404657364,0.00023866565607022494,0.0013937631156295538,0.4179321825504303,0.06306808441877365,1e-05
0.1272163987159729,0.00033340830123052,0.0014351453864946961,0.4362799823284149,0.06462640315294266,0.12214599549770355,0.0002385382103966549,0.0013936713803559542,0.4179137647151947,0.06306660175323486,1e-05
